actual,predicted,misclassified,id,organization_id,type,species,age,gender,size,coat,tags,name,description,videos,status_changed_at,published_at,distance,breeds.primary,breeds.secondary,breeds.mixed,breeds.unknown,colors.primary,colors.secondary,colors.tertiary,fixed,house_trained,attributes.declawed,special_needs,shots_current,good_with_kids,good_with_dogs,good_with_cats,city,contact.address.state,zipcode,has_photo,days_on_petfinder,polarity,desc_len
Slow_adoption,Speedy_adoption,Yes,43946286,CA2452,Dog,Dog,Baby,Female,Medium,Medium,[],Maxie,"Maxie is a adorable , sweet, playful, scruffy  4-5 month old terrier mix , who weighs about 17 pounds of...",0,2019-04-15 02:00:09+00:00,2019-02-05 22:42:02+00:00,13.8285,Wirehaired Terrier,Terrier,1,False,Brindle,,,1,0,,0,1,1,1,2,San Francisco,CA,94112.0,1,0.0,0.8442,107
Speedy_adoption,Slow_adoption,Yes,49239935,CA2538,Dog,Dog,Baby,Male,Small,Short,[],Dennis,"DENNIS is and adorable Chihuahua/terrier mix currently 5 lbs at 9- 10weeks of age. (as of 9/26/20)
He is a...",0,2020-10-04 22:34:08+00:00,2020-09-27 03:34:35+00:00,31.8249,Chihuahua,Terrier,1,False,,,,1,0,,0,1,0,1,1,Knightsen,CA,94548.0,1,1.0,0.4939,109
Slow_adoption,Speedy_adoption,Yes,45144853,CA180,Dog,Dog,Baby,Male,Medium,Short,[],Skippy,Skippy is playful and sweet.,0,2019-08-11 20:41:31+00:00,2019-07-02 05:13:17+00:00,54.2778,Pit Bull Terrier,,1,False,Red / Chestnut / Orange,White / Cream,,0,0,,0,1,1,1,2,Stockton,CA,95208.0,1,0.0,0.7096,28
Slow_adoption,Speedy_adoption,Yes,47098251,CA2159,Dog,Dog,Baby,Male,Medium,Short,[],Enzo,"APPLICATIONS NOW BEING ACCEPTED WITH NON-REFUNDABLE DEPOSIT. CLEMENTINE&#039;S PUPPIES WILL BE AVAILABLE AFTER JANUARY 30TH.

All puppies will be spayed/neutered,...",0,2020-01-26 18:52:24+00:00,2020-01-13 02:38:57+00:00,97.1809,Pit Bull Terrier,,1,False,Black,White / Cream,,0,0,,0,0,2,2,2,Yuba City,CA,95993.0,1,0.0,0.4278,165
Speedy_adoption,Slow_adoption,Yes,47139396,CA874,Dog,Dog,Adult,Male,Large,Medium,"['Friendly', 'curious', 'sensitive']",Mark ASAP!,This is a courtesy posting.  MARK is currently at the Delano Co. Shelter.  This boy has been there since August...,0,2020-01-25 01:03:32+00:00,2020-01-17 10:05:39+00:00,39.2094,German Shepherd Dog,,1,False,Yellow / Tan / Blond / Fawn,,,1,0,,0,1,2,1,2,La Honda,CA,94020.0,1,1.0,0.3612,114
Slow_adoption,Speedy_adoption,Yes,43730050,CA162,Dog,Dog,Adult,Male,Small,Short,[],Zipper,"Zipper is a Male Aussie Kelpie about 3 years old.  

Here is a great description from Wikipedia. The Australian Kelpie,...",0,2019-02-10 04:34:55+00:00,2019-01-09 16:42:37+00:00,40.1912,Australian Kelpie,,0,False,Brown / Chocolate,White / Cream,,1,0,,0,1,2,1,2,Vacaville,CA,95696.0,1,0.0,0.6249,122
Slow_adoption,Speedy_adoption,Yes,46635601,CA162,Dog,Dog,Young,Female,Small,Medium,[],Sally,Sally is a female 18 Month old Rat Terrier. At the age that they want to learn everything there is...,0,2019-12-06 05:23:56+00:00,2019-11-20 20:59:16+00:00,40.1912,Rat Terrier,,1,False,White / Cream,,,1,0,,0,1,2,2,2,Vacaville,CA,95696.0,1,0.0,0.0772,101
Slow_adoption,Speedy_adoption,Yes,48139454,CA2572,Dog,Dog,Senior,Male,Small,Medium,[],Max,Sweet Sweet Max!!! This distinguished gentleman is 12 yrs old!! Dont let that scare you off though -- he is...,0,2020-06-23 15:21:42+00:00,2020-06-05 04:45:16+00:00,77.921,Schnauzer,,1,False,Gray / Blue / Silver,,,1,1,,0,1,1,1,1,Turlock,CA,95380.0,1,0.0,0.8688,110
Speedy_adoption,Slow_adoption,Yes,47619601,CA717,Dog,Dog,Baby,Male,Large,Short,[],Pj,"Pj is all puppy.  He&#039;s super sweet and playful. He loves toys, and has lots of energy. He&#039;s good with...",0,2020-03-19 00:54:04+00:00,2020-03-14 21:07:58+00:00,42.5862,Pit Bull Terrier,,1,False,,,,0,0,,0,0,1,1,1,Tracy,CA,95376.0,1,1.0,0.9552,114
Slow_adoption,Speedy_adoption,Yes,44623379,CA2285,Dog,Dog,Adult,Male,Medium,Curly,"['Laid back', 'companion', 'easy', 'loving', 'cuddly', 'animal friendly']",Yoshi,"Meet awesome 9yr old, 30lb Yoshi the cocker spaniel. Sadly, his family had to give him up unexpectedly after an...",0,2019-07-06 01:49:19+00:00,2019-05-06 04:17:25+00:00,8.1106,Cocker Spaniel,,0,False,Golden,White / Cream,,1,1,,0,1,1,1,1,Lafayette,CA,94549.0,1,0.0,0.3182,114
Speedy_adoption,Slow_adoption,Yes,44196192,CA1968,Dog,Dog,Baby,Male,Small,Medium,[],Baby Nemo,"We found Nemo!  And he is a cutie if ever there was one.  We think we are pretty close, if...",0,2019-03-15 23:51:38+00:00,2019-03-10 04:48:35+00:00,29.2471,Dachshund,Jack Russell Terrier,1,False,Red / Chestnut / Orange,White / Cream,,1,1,,0,1,1,1,1,Brentwood,CA,94513.0,1,1.0,0.7177,93
Slow_adoption,Speedy_adoption,Yes,47958076,CA2646,Dog,Dog,Young,Female,Medium,Medium,"['Quite', 'sweet', 'playful']",Joon,"*Please read before responding to this ad;
JOON is available for *foster only* until she is spayed.
The perfect home...",0,2020-06-11 04:54:07+00:00,2020-05-09 18:09:51+00:00,2.2836,Australian Shepherd,,1,False,Black,Gray / Blue / Silver,,0,1,,0,1,1,1,2,Oakland,CA,94611.0,1,0.0,0.5719,119
Speedy_adoption,Slow_adoption,Yes,48754272,CA2558,Dog,Dog,Baby,Female,Medium,Medium,[],Addie,"PLEASE READ ENTIRE DESCRIPTION BEFORE INQUIRING

Include your location when you email us for an application. Emails that don&#039;t include...",0,2020-08-23 00:25:22+00:00,2020-08-12 06:54:55+00:00,64.4099,Border Collie,,1,False,Black,White / Cream,,1,1,,0,1,2,1,2,Woodland,CA,95695.0,1,1.0,0.4648,142
Slow_adoption,Speedy_adoption,Yes,44772068,CA162,Dog,Dog,Adult,Male,Small,Long,[],Colonel,"Colonel is a male Tibetan Spaniel and about 3 years old. I put him down for a tricolor, but I...",0,2019-06-17 03:09:42+00:00,2019-05-23 20:46:14+00:00,40.1912,Tibetan Spaniel,,0,False,"Tricolor (Brown, Black, & White)",,,1,0,,0,1,2,2,2,Vacaville,CA,95696.0,1,0.0,0.0,96
Slow_adoption,Speedy_adoption,Yes,47035630,CA271,Dog,Dog,Baby,Female,Large,Short,[],Hanukah,My name is Hanukah! I’m currently in a foster home and looking for a forever home. I’m great with other...,0,2020-02-02 22:25:12+00:00,2020-01-05 23:57:19+00:00,0.1406,German Shepherd Dog,Pit Bull Terrier,1,False,,,,1,0,,0,1,2,1,2,Oakland,CA,94602.0,1,0.0,0.6588,106
Speedy_adoption,Slow_adoption,Yes,49933891,CA1973,Dog,Dog,Baby,Male,Medium,,[],Alden,Meet Alden! Alden is a very sweet dog who is patiently waiting for a loving forever home! To get more...,0,2020-12-06 20:14:55+00:00,2020-12-01 22:17:59+00:00,12.4734,Labrador Retriever,Terrier,1,False,,,,1,0,,0,1,1,1,1,San Francisco,CA,94115.0,1,1.0,0.8306,104
Speedy_adoption,Slow_adoption,Yes,43740193,CA2265,Dog,Dog,Adult,Female,Large,Medium,"['loving', 'good with cats']",Brooks,"Brooks is a GSD, on the small side for the breed, and was also severely malnourished when she arrived. She...",0,2019-01-16 16:15:24+00:00,2019-01-10 17:04:03+00:00,91.1674,German Shepherd Dog,,0,False,Black,,,1,1,,0,1,2,1,1,Shingle Springs,CA,95682.0,1,1.0,-0.4588,109
Speedy_adoption,Slow_adoption,Yes,48426752,CA2614,Dog,Dog,Adult,Female,Medium,Short,[],Betty,Meet beautiful Betty! We think she&#039;s a hound shepherd mix who is four years old. She&#039;s as soulful and sweet...,0,2020-07-11 23:30:53+00:00,2020-07-08 02:55:21+00:00,15.4029,Hound,Shepherd,1,False,Golden,White / Cream,,1,0,,0,1,2,1,2,San Francisco,CA,94132.0,1,1.0,0.636,120
Speedy_adoption,Slow_adoption,Yes,44741705,CA2452,Dog,Dog,Baby,Female,Small,Wire,[],Zoey,"Zoey is an adorable, sweet and playful, 3- 4 month old wire hair terrier mix that weighs 10 pounds. We...",0,2019-05-30 21:45:01+00:00,2019-05-20 15:35:15+00:00,13.8285,Wirehaired Terrier,Terrier,1,False,Apricot / Beige,White / Cream,,1,0,,0,1,1,1,2,San Francisco,CA,94112.0,1,1.0,0.8442,105
Slow_adoption,Speedy_adoption,Yes,45058508,CA162,Dog,Dog,Adult,Male,Large,Short,[],Booker,Booker is a 5 year old Bloodhound mix. This guy is really sweet and hoping to find his forever home...,0,2020-01-05 23:48:43+00:00,2019-06-22 23:15:45+00:00,40.1912,Bloodhound,,0,False,Brown / Chocolate,,,1,0,,0,1,0,2,2,Vacaville,CA,95696.0,1,0.0,0.7474,102
Slow_adoption,Speedy_adoption,Yes,47000506,CA412,Dog,Dog,Young,Male,Medium,Short,[],Spencer ***URGENT***,***URGENT***,0,2020-03-14 22:27:27+00:00,2020-01-01 05:41:04+00:00,6.6056,Dutch Shepherd,,1,False,Brindle,Golden,White / Cream,1,0,,0,1,2,1,2,Berkeley,CA,94710.0,1,0.0,0.0,12
Slow_adoption,Speedy_adoption,Yes,48534734,CA39,Dog,Dog,Adult,Male,Small,,[],Chaparro,"FOSTER CARE!
Hi there! My name is Chaparro (Chap for short) and I&amp;#39;m a 4 year old, neutered Chihuahua. At...",0,2020-08-13 18:24:17+00:00,2020-07-19 15:23:10+00:00,16.8028,Chihuahua,Terrier,1,False,,,,1,0,,0,1,2,2,2,Burlingame,CA,94010.0,1,0.0,0.6723,115
Slow_adoption,Speedy_adoption,Yes,45955315,CA2159,Dog,Dog,Baby,Male,Small,Short,[],Dante,"Fall for me? Hi, I’m Dante. Handsome with a cute face. My foster family is great but I&#039;m ready for...",0,2019-12-26 18:33:05+00:00,2019-09-12 21:53:25+00:00,97.1809,Dachshund,,1,False,Black,Brindle,,1,1,,0,1,1,1,2,Yuba City,CA,95993.0,1,0.0,0.836,106
Slow_adoption,Speedy_adoption,Yes,49216605,CA1727,Dog,Dog,Young,Male,Medium,Short,[],Whiskey,Meet Whiskey. He is apx. 11 months old and is an Australian cattle dog mix. He has a very typical...,0,2020-10-28 22:02:59+00:00,2020-10-02 01:29:17+00:00,38.8997,Cattle Dog,,1,False,Black,Red / Chestnut / Orange,White / Cream,1,0,,0,1,2,2,2,San Jose,CA,95125.0,1,0.0,0.0,100
Speedy_adoption,Slow_adoption,Yes,43746561,CA1973,Dog,Dog,Adult,Female,Medium,,[],Niya,Meet Niya! Niya is a very sweet dog who is patiently waiting for a loving forever home! To get more...,0,2019-01-21 10:03:35+00:00,2019-01-11 11:21:36+00:00,12.3438,Labrador Retriever,Terrier,1,False,,,,1,1,,0,1,1,1,2,San Francisco,CA,94115.0,1,1.0,0.8306,102
Speedy_adoption,Slow_adoption,Yes,46616703,CA2434,Dog,Dog,Baby,Female,Small,,[],Vicki,"LOCATED IN BEND OREGON 97701

Vicki was a single pup turned into a high kill shelter where they placed her...",0,2019-11-24 09:57:25+00:00,2019-11-19 01:02:29+00:00,61.2351,Terrier,Chihuahua,1,False,,,,1,1,,0,1,1,1,1,Windsor,CA,95492.0,1,1.0,-0.6908,109
Slow_adoption,Speedy_adoption,Yes,45564601,CA534,Dog,Dog,Baby,Male,Medium,Long,"['active', 'fuzzy', 'playful', 'loving', 'intelligent']",The Husky Tree Litter,"UPDATE:  There are 1 boy and two girls available.
 
We are the Husky Tree Litter! There are 7 of us...",0,2019-09-26 20:24:30+00:00,2019-08-09 22:14:23+00:00,11.7486,Siberian Husky,,0,False,Bicolor,Black,White / Cream,1,0,,0,1,2,2,0,San Francisco,CA,94110.0,1,0.0,0.0,102
Slow_adoption,Speedy_adoption,Yes,47938024,CA2678,Dog,Dog,Young,Male,Large,Short,"['Goofy', 'Loving']",Roscoe,This sweet big boy was found by some kids wondering on a country road.  He followed them home where a...,0,2020-05-21 04:01:20+00:00,2020-05-06 22:02:46+00:00,61.9838,Coonhound,Labrador Retriever,1,False,White / Cream,Yellow / Tan / Blond / Fawn,,1,0,,0,1,1,1,2,Modesto,CA,95358.0,1,0.0,0.4588,104
Speedy_adoption,Slow_adoption,Yes,49167327,CA2054,Dog,Dog,Baby,Female,Medium,Short,[],Phoebe ---  San Francisco Bay Area,"application located at karmicrescue.org

Her foster mom said the following:
&quot;Phoebe is truly a gentle puppy with playfulness that will...",0,2020-09-27 21:32:15+00:00,2020-09-21 13:27:47+00:00,15.4029,Belgian Shepherd / Malinois,Black Labrador Retriever,1,False,Black,,,1,1,,0,1,1,1,1,San Francisco,CA,94132.0,1,1.0,0.7906,142
Slow_adoption,Speedy_adoption,Yes,47778229,CA290,Dog,Dog,Adult,Female,Medium,Medium,[],JADA,"JADA is a year-old mix.  We think she has so many different breeds, it might be too difficult to pinpoint...",0,2020-11-29 00:54:19+00:00,2020-04-08 20:57:49+00:00,77.1626,Shepherd,Border Collie,1,False,Red / Chestnut / Orange,,,1,0,,0,1,1,1,2,Hollister,CA,95023.0,1,0.0,-0.3612,108
Slow_adoption,Speedy_adoption,Yes,44364832,CA781,Dog,Dog,Baby,Female,Medium,Short,[],Millie,"Meet Millie! Born around the end of December, this puppy will bring a smile to your face and bring happiness...",0,2019-05-11 18:18:00+00:00,2019-04-01 18:29:43+00:00,23.4398,Rhodesian Ridgeback,Beagle,1,False,Yellow / Tan / Blond / Fawn,,,1,0,,0,1,1,1,2,Redwood City,CA,94061.0,1,0.0,0.4199,111
Slow_adoption,Speedy_adoption,Yes,44561547,CA1669,Dog,Dog,Adult,Female,Large,Medium,[],Copper,"My name is Copper. I&#039;m a male, red and white Siberian Husky mix. I&#039;m approximately 4 years old, and I...",0,2019-05-12 03:09:12+00:00,2019-04-27 19:48:59+00:00,19.0835,Siberian Husky,,0,False,Red / Chestnut / Orange,White / Cream,,0,0,,0,1,0,2,2,Dublin,CA,94568.0,1,0.0,0.0,114
Speedy_adoption,Slow_adoption,Yes,44042178,CA1184,Dog,Dog,Young,Male,Large,Short,[],Zero,"Available at Lodi Animal Services

Zero is a mixed breed dog, neutered, and approximately two years old.  He is a...",0,2019-02-24 03:00:42+00:00,2019-02-18 03:40:18+00:00,54.5319,Rhodesian Ridgeback,Pointer,1,False,Red / Chestnut / Orange,Yellow / Tan / Blond / Fawn,,1,0,,0,1,2,2,2,Lodi,CA,95242.0,1,1.0,0.0,116
Speedy_adoption,Slow_adoption,Yes,45454510,CA2265,Dog,Dog,Adult,Male,Small,Short,[],Tempest,"Tempest is a sweet  5 year old, male Boston/Chihuahua mix. He’s had a rough start but coming out of his...",0,2019-08-10 15:45:38+00:00,2019-07-31 23:37:19+00:00,91.1674,Chihuahua,,1,False,Black,White / Cream,,1,1,,0,1,2,1,1,Shingle Springs,CA,95682.0,1,1.0,0.25,106
Slow_adoption,Speedy_adoption,Yes,43961473,CA1973,Dog,Dog,Baby,Male,Medium,Short,[],Bright,Meet Bright! Bright is a very sweet dog who is patiently waiting for a loving forever home! To get more...,0,2019-02-23 11:07:06+00:00,2019-02-07 10:06:23+00:00,15.3336,Labrador Retriever,Terrier,1,False,Golden,,,1,0,,0,0,1,1,1,San Ramon,CA,94582.0,1,0.0,0.9271,106
Slow_adoption,Speedy_adoption,Yes,44259508,CA2285,Dog,Dog,Adult,Male,Small,Medium,[],Tony,Meet 7yr old and 13lb Tony Potato the yorkie. This poor guy lived on a small porch his whole life....,0,2019-06-03 05:01:32+00:00,2019-03-18 19:32:15+00:00,8.1106,Yorkshire Terrier,,1,False,Black,Brown / Chocolate,Gray / Blue / Silver,1,1,,0,1,1,1,1,Lafayette,CA,94549.0,1,0.0,-0.4767,101
Slow_adoption,Speedy_adoption,Yes,47498860,CA162,Dog,Dog,Baby,Male,Medium,Short,[],Chinook,Meet Chinook! This handsome boy is a 12 week old pitbull mix who can&#039;t wait to find his forever home...,0,2020-03-21 19:48:21+00:00,2020-02-28 21:46:00+00:00,40.1912,Cattle Dog,Pit Bull Terrier,1,False,Apricot / Beige,White / Cream,,1,0,,0,1,2,2,2,Vacaville,CA,95696.0,1,0.0,0.5411,108
Slow_adoption,Speedy_adoption,Yes,45372916,CA2490,Dog,Dog,Baby,Female,Large,Short,[],Puppy Dory,"Sweet, happy, gentle, quiet and loving puppy! Looking for the best homes ever! Preference to homes with:

Looking for home...",0,2019-08-17 22:31:30+00:00,2019-07-26 16:04:05+00:00,57.8514,Shepherd,Hound,1,False,Black,,,0,1,,0,1,1,1,1,Davis,CA,95616.0,1,0.0,0.96,125
Speedy_adoption,Slow_adoption,Yes,49226227,CA2709,Dog,Dog,Young,Male,Small,Short,"['Sweet', 'mellow', 'timid']",Bashful,Bashful is timid now but he is not hiding I Nic a corner. He will let you pet him. He...,0,2020-09-27 03:25:38+00:00,2020-09-25 23:16:06+00:00,10.9064,Hound,Terrier,1,False,Yellow / Tan / Blond / Fawn,,,1,0,,0,1,2,1,2,San Francisco,CA,94124.0,1,1.0,0.1979,88
Slow_adoption,Speedy_adoption,Yes,43676678,CA1005,Dog,Dog,Baby,Female,Large,Medium,[],Sailor (S Litter),"EMAIL:  stonecliffeadoption@gmail.com for an application. 
Website: http://www.stoneclifferescue.org

Adoption Fee $450

Sailor is a female pup and we are guessing she&#039;s...",0,2019-01-20 00:43:42+00:00,2019-01-03 00:02:16+00:00,16.3248,Labrador Retriever,,1,False,Black,,,1,0,,0,1,2,1,2,Dublin,CA,94568.0,1,0.0,0.0,177
Slow_adoption,Speedy_adoption,Yes,46919315,CA271,Dog,Dog,Baby,Female,Small,Short,"['Loving', 'Cuddly']",Jubilee,"Hi! I&#039;m Jubilee! I&#039;m looking for a home that I can call my own! I&#039;m currently in foster, but would...",0,2020-01-13 19:32:27+00:00,2019-12-22 18:30:51+00:00,0.1406,Terrier,,1,False,White / Cream,,,1,0,,0,1,2,1,2,Oakland,CA,94602.0,1,0.0,0.0,116
Slow_adoption,Speedy_adoption,Yes,47156595,CA2572,Dog,Dog,Baby,Male,Large,Short,[],Gator,Gator is a stunning Great Dane mix. He is just over 8 weeks old and weighs in at 19 lbs....,0,2020-02-06 19:56:25+00:00,2020-01-21 02:25:42+00:00,77.921,Great Dane,,1,False,Black,White / Cream,,1,0,,0,1,1,1,1,Turlock,CA,95380.0,1,0.0,0.7717,91
Slow_adoption,Speedy_adoption,Yes,47284042,CA2143,Dog,Dog,Baby,Female,Medium,Medium,[],SCARLET,Scarlet is a happy go lucky girl who is bonded with her brother Rusty. They are looking for a loving...,0,2020-02-23 15:58:53+00:00,2020-02-03 19:08:37+00:00,79.2359,Shepherd,,1,False,Red / Chestnut / Orange,,,0,0,,0,1,2,2,2,Lower Lake,CA,95457.0,1,0.0,0.7579,103
Slow_adoption,Speedy_adoption,Yes,48414201,CA1328,Dog,Dog,Adult,Male,Large,,[],Shadow C.L.,This is a courtesy listing only. All information has been provided by owner and is the adopters responsibility to confirm...,0,2020-08-26 00:13:17+00:00,2020-07-06 22:19:28+00:00,36.6601,Labrador Retriever,Pointer,1,False,,,,1,1,,0,1,1,1,2,Napa,CA,94558.0,0,0.0,0.3612,124
Speedy_adoption,Slow_adoption,Yes,46603072,CA1496,Dog,Dog,Young,Female,Large,Curly,"['Loving', 'playful', 'active']",CINDY LOU,indy Lou is a stunning 1 yr spayed female Belgian Malinois mix. She’s a beautiful dark brindle color and super...,0,2019-11-30 21:46:23+00:00,2019-11-17 14:49:29+00:00,64.4099,Belgian Shepherd / Malinois,,0,False,Brindle,,,1,0,,0,1,2,2,0,Woodland,CA,,1,1.0,0.7579,113
Speedy_adoption,Slow_adoption,Yes,50078361,CA2599,Dog,Dog,Baby,Female,Medium,Medium,[],Nancy,Meet Nancy. She is a 4 month old husky/shepherd. She weighs 13lbs. She is very sweet and just loves everybody....,0,2020-12-19 05:12:57+00:00,2020-12-18 04:18:57+00:00,50.0762,Husky,Shepherd,1,False,,,,0,0,,0,1,1,1,2,Stockton,CA,95209.0,1,1.0,0.7902,113
Slow_adoption,Speedy_adoption,Yes,45002745,CA2490,Dog,Dog,Baby,Female,Medium,Short,"['loving', 'playful', 'puppy']",Zoey,"Sweet, friendly, playful, active Zoey is looking for a committed home with the time to dedicate to puppy training, socialization,...",0,2019-07-13 22:11:34+00:00,2019-06-17 03:42:03+00:00,57.8514,Terrier,Pointer,1,False,Brown / Chocolate,White / Cream,,1,0,,0,1,1,1,1,Davis,CA,95616.0,1,0.0,0.9169,132
Speedy_adoption,Slow_adoption,Yes,43884585,CA1727,Dog,Dog,Baby,Male,Large,Short,[],Midori 5,Please fill out a pre-screen application. Contact us after 24 hours with any questions you may have and to find...,0,2019-02-11 05:30:02+00:00,2019-01-29 05:45:27+00:00,38.8997,American Staffordshire Terrier,Boxer,1,False,Black,White / Cream,,1,0,,0,1,2,2,2,San Jose,CA,95125.0,1,1.0,0.3182,114
Speedy_adoption,Slow_adoption,Yes,44328403,CA666,Dog,Dog,Young,Male,Small,Short,[],Dawson,"URGENT!! Please share or help.
Dawson is not settling into new home unfortunately and needs a foster or adopter ASAP!...",0,2019-03-31 17:49:21+00:00,2019-03-27 19:31:21+00:00,95.7689,Chihuahua,,0,False,Golden,Yellow / Tan / Blond / Fawn,,1,0,,0,1,2,2,2,Jamestown,CA,95327.0,1,1.0,0.8025,120
Slow_adoption,Speedy_adoption,Yes,49706365,CA444,Dog,Dog,Young,Male,Medium,,[],Apache,Apache is 1.5 year 45lb male husky with sparkling blue eyes and a spunky personality. He loves playing with other...,0,2020-12-15 22:56:01+00:00,2020-11-05 20:21:06+00:00,38.8607,Siberian Husky,,0,False,,,,1,1,,0,1,1,1,2,Campbell,CA,95008.0,1,0.0,0.7717,116
Slow_adoption,Speedy_adoption,Yes,45547612,CA162,Dog,Dog,Adult,Female,Medium,Short,[],Sandie,"Sandie is a female Cattle dog and Hound dog mix about 3 years old.  You have to wonder, if she...",0,2019-08-24 18:20:12+00:00,2019-08-08 18:25:55+00:00,40.1912,Cattle Dog,Hound,1,False,"Tricolor (Brown, Black, & White)",,,1,0,,0,1,2,2,2,Vacaville,CA,95696.0,1,0.0,0.0,97
Slow_adoption,Speedy_adoption,Yes,46657899,CA2452,Dog,Dog,Baby,Female,Medium,Short,[],Hershey,"Meet Hershey, this sweet baby girl is up for adoption a long with her siblings. Hershey is 4 months old...",0,2019-12-07 01:46:35+00:00,2019-11-22 21:45:24+00:00,13.8285,Labrador Retriever,Hound,1,False,Bicolor,,,1,0,,0,1,1,1,2,San Francisco,CA,94112.0,1,0.0,0.5423,106
Slow_adoption,Speedy_adoption,Yes,49553348,CA2823,Dog,Dog,Senior,Female,Small,,[],Daisy May,Daiey May came to us with a very sad story. She lived with her person her entire life and sadly...,0,2020-12-15 05:20:16+00:00,2020-10-22 04:06:10+00:00,29.488000000000003,Pomeranian,,0,False,Merle (Blue),,,1,1,,0,1,0,0,2,Brentwood,CA,94513.0,1,0.0,-0.5256,98
Slow_adoption,Speedy_adoption,Yes,48400970,CA2572,Dog,Dog,Young,Female,Small,Short,[],Cookie,Cookie is a very sweet Dalmation mix. She was rescued from a neglectful and abusive owner. She has lived her...,0,2020-07-20 00:23:24+00:00,2020-07-05 00:55:58+00:00,77.921,Dalmatian,,1,False,Black,White / Cream,,1,0,,0,1,1,1,1,Turlock,CA,95380.0,1,0.0,-0.2748,111
Slow_adoption,Speedy_adoption,Yes,45396651,CA162,Dog,Dog,Senior,Female,Small,Medium,[],Darla,"Meet Darla, one of our oldest residents here at the SPCA. She is a 8 year old Shih Tzu and...",0,2019-08-24 20:14:36+00:00,2019-07-28 16:17:14+00:00,40.1912,Shih Tzu,,0,False,Gray / Blue / Silver,White / Cream,,1,0,,0,1,2,2,2,Vacaville,CA,95696.0,1,0.0,0.0,93
Slow_adoption,Speedy_adoption,Yes,47223063,CA2436,Dog,Dog,Baby,Female,Large,,[],Ellie,Ellie our chubbadorable bottle baby is getting so big. This American Bulldog/boxer/pitty/beagle was orphaned at birth and bottle raised in...,0,2020-02-10 21:21:31+00:00,2020-01-27 21:04:39+00:00,55.0148,American Bulldog,Boxer,1,False,,,,0,0,,0,1,2,2,2,Santa Rosa,CA,95403.0,1,0.0,0.0,141
Slow_adoption,Speedy_adoption,Yes,43900528,CA1727,Dog,Dog,Baby,Female,Medium,Short,[],Lady Cordelia,"This litter is scheduled to attend the event this Saturday February 2nd at Petsmart Almaden Expressway from apx 11-7.

Please...",0,2019-03-03 15:47:58+00:00,2019-01-31 06:12:02+00:00,38.8997,Terrier,,1,False,Black,Yellow / Tan / Blond / Fawn,White / Cream,1,0,,0,1,2,2,2,San Jose,CA,95125.0,1,0.0,0.0,128
Speedy_adoption,Slow_adoption,Yes,49347087,CA2396,Dog,Dog,Senior,Male,Small,,[],Domino,Domino is a 12 year old sweetheart of a boy and we are so happy to have him with us....,0,2020-10-14 03:19:44+00:00,2020-10-05 19:54:04+00:00,17.7106,Boston Terrier,,0,False,,,,0,1,,1,0,2,2,2,Clayton,CA,94517.0,1,1.0,0.8762,87
Speedy_adoption,Slow_adoption,Yes,47428943,CA1298,Dog,Dog,Senior,Female,Medium,Short,"['senior', 'healthy', 'vacs current']",Foxy,Seeking a forever home for Foxy girl. She is a spayed 9 year old Pit / Australian Shepherd mix. She...,0,2020-03-01 16:53:22+00:00,2020-02-20 20:12:54+00:00,79.821,Australian Shepherd,American Staffordshire Terrier,1,False,Bicolor,Brindle,Gray / Blue / Silver,0,0,,0,0,2,0,2,Roseville,CA,95747.0,1,1.0,0.0,102
Slow_adoption,Speedy_adoption,Yes,47851154,CA840,Dog,Dog,Adult,Female,Large,Short,"['loving', 'sweet', 'playful', 'active']",Sasha,"Name: Sasha
Breed: Boxer mix
Age: ~4yrs
Spayed Female

Sasha is such a loving girl. Her tail wags so hard...",0,2020-05-21 21:44:43+00:00,2020-04-21 23:26:25+00:00,93.3577,Boxer,,1,False,Brindle,,,1,0,,0,1,1,1,2,Atwater,CA,95301.0,1,0.0,0.5994,108
Slow_adoption,Speedy_adoption,Yes,44381298,CA162,Dog,Dog,Baby,Female,Large,Short,[],Nola,"Nola is a German Shepherd puppy, Black, White and Brown, at present 5 months old. Puppies never stay here very...",0,2019-05-02 03:09:16+00:00,2019-04-03 21:14:26+00:00,40.1912,German Shepherd Dog,,0,False,Apricot / Beige,Black,White / Cream,1,0,,0,1,2,2,2,Vacaville,CA,95696.0,1,0.0,0.0,113
Speedy_adoption,Slow_adoption,Yes,49985310,CA2037,Dog,Dog,Young,Female,Small,Short,[],Oreo,"Orea is a beauty that is looking for her forever love. 
She is a terrier mix 6.5 months old and...",0,2020-12-11 06:21:19+00:00,2020-12-07 22:32:52+00:00,2.2836,Terrier,,1,False,Black,White / Cream,,1,1,,0,1,1,1,2,Oakland,CA,94611.0,1,1.0,0.8402,98
Speedy_adoption,Slow_adoption,Yes,43869093,CA86,Dog,Dog,Adult,Female,Small,Medium,[],Ginger,"Sugar and spice makes everything nice, sums up our cute little Ginger. She is a white with apricot, 8  year...",0,2019-02-05 21:23:18+00:00,2019-01-26 18:03:11+00:00,55.978,Shih Tzu,Poodle,1,False,Apricot / Beige,,,1,1,,0,1,1,1,2,Lodi,CA,95241.0,1,1.0,0.7003,110
